zone	zone_name	target_name	target_identity	tx	tz	ty	edge_id	from_zone	from_zone_name	sx	sz	sy	mission_step_ids	status	waypoints	start_snap	end_snap	start_valid	end_valid
122	Ro'Maeve	???	object:v1:122:17277208	-105.196	-117.103	-4.134	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Bastok:19:step-005,mission:Bastok:19:step-020,mission:Bastok:19:step-024,mission:Bastok:19:step-030,mission:Bastok:19:step-032	mesh-connected	26	1.476	0.000	1	1
122	Ro'Maeve	???	object:v1:122:17277209	151.779	68.553	4.438	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Bastok:19:step-005,mission:Bastok:19:step-020,mission:Bastok:19:step-024,mission:Bastok:19:step-030,mission:Bastok:19:step-032	mesh-connected	40	1.504	0.000	1	1
122	Ro'Maeve	???	object:v1:122:17277209	151.779	68.553	4.438	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Bastok:19:step-005,mission:Bastok:19:step-020,mission:Bastok:19:step-024,mission:Bastok:19:step-030,mission:Bastok:19:step-032	mesh-connected	30	1.476	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:32e86f0cf30d06dc83f2	120.778	-50.248	-3.500	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Windurst:21:step-010	mesh-connected	13	1.504	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:32e86f0cf30d06dc83f2	120.778	-50.248	-3.500	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Windurst:21:step-010	mesh-connected	19	1.476	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:7d6ce5504372a89e2e18	61.468	-49.230	-4.500	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Windurst:21:step-010	mesh-connected	11	1.504	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:7d6ce5504372a89e2e18	61.468	-49.230	-4.500	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Windurst:21:step-010	mesh-connected	24	1.476	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:93c5795b8eb3d5f48e79	83.017	62.191	-10.443	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Windurst:21:step-010	mesh-connected	16	1.504	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:93c5795b8eb3d5f48e79	83.017	62.191	-10.443	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Windurst:21:step-010	mesh-connected	8	1.476	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:9757e7a02a9b3da38447	-24.000	117.000	-28.000	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Windurst:21:step-010	mesh-connected	15	1.504	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:9757e7a02a9b3da38447	-24.000	117.000	-28.000	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Windurst:21:step-010	mesh-connected	7	1.476	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:b5ac21d1bb525c17e159	-149.772	-64.417	-6.500	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Windurst:21:step-010	mesh-connected	15	1.504	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:b5ac21d1bb525c17e159	-149.772	-64.417	-6.500	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Windurst:21:step-010	mesh-connected	19	1.476	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:f5aa6cc74797171c8b0c	-127.487	49.186	-8.500	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Windurst:21:step-010	mesh-connected	21	1.504	0.000	1	1
122	Ro'Maeve	Cursed Puppet	camp:v1:122:cursed-puppet:f5aa6cc74797171c8b0c	-127.487	49.186	-8.500	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Windurst:21:step-010	mesh-connected	6	1.476	0.000	1	1
122	Ro'Maeve	Douma Weapon	camp:v1:122:douma-weapon:01ff9f994b271d8dbfa9	-184.584	-55.671	-8.500	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Windurst:24:step-015	mesh-connected	28	1.504	0.000	1	1
122	Ro'Maeve	Douma Weapon	camp:v1:122:douma-weapon:01ff9f994b271d8dbfa9	-184.584	-55.671	-8.500	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Windurst:24:step-015	mesh-connected	14	1.476	0.000	1	1
122	Ro'Maeve	Douma Weapon	camp:v1:122:douma-weapon:33e0ce81fd8fe8840e25	43.361	-96.558	-2.500	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Windurst:24:step-015	mesh-connected	4	1.504	0.000	1	1
122	Ro'Maeve	Douma Weapon	camp:v1:122:douma-weapon:33e0ce81fd8fe8840e25	43.361	-96.558	-2.500	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Windurst:24:step-015	mesh-connected	18	1.476	0.000	1	1
122	Ro'Maeve	Mokkurkalfi	camp:v1:122:mokkurkalfi:8a46f752348e4113eb82	101.918	-115.265	-4.000	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Bastok:19:step-024	mesh-connected	11	1.504	0.000	1	1
122	Ro'Maeve	Mokkurkalfi	camp:v1:122:mokkurkalfi:8a46f752348e4113eb82	101.918	-115.265	-4.000	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Bastok:19:step-024	mesh-connected	25	1.476	0.000	1	1
122	Ro'Maeve	Qu'Hau Spring	npc:v1:122:17277204	0.248	67.751	-27.402	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Windurst:21:step-005,mission:Windurst:24:step-013	mesh-no-path	1	214.896	0.000	1	1
122	Ro'Maeve	Qu'Hau Spring	npc:v1:122:17277204	0.248	67.751	-27.402	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Windurst:21:step-005,mission:Windurst:24:step-013	mesh-no-path	1	56.071	0.000	1	1
122	Ro'Maeve	Survival Guide	object:v1:122:17277256	15.000	53.000	-28.000	946090874	121	The Sanctuary of Zi'Tah	-0.012	-146.430	-9.889	mission:Bastok:19:step-012,mission:Windurst:21:step-010,mission:Windurst:21:step-015	mesh-connected	9	1.504	0.000	1	1
122	Ro'Maeve	Survival Guide	object:v1:122:17277256	15.000	53.000	-28.000	813315706	251	Hall of the Gods	-0.008	123.478	-33.595	mission:Bastok:19:step-012,mission:Windurst:21:step-010,mission:Windurst:21:step-015	mesh-connected	8	1.476	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	879113082	123	Yuhtunga Jungle	-357.024	139.422	6.386	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	124	1.614	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	912667514	123	Yuhtunga Jungle	-476.853	59.442	6.503	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	137	1.497	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	946221946	123	Yuhtunga Jungle	-586.840	-263.946	6.758	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	107	1.693	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	1634087802	123	Yuhtunga Jungle	-476.878	-500.774	6.665	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	71	1.322	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	812004474	159	Temple of Uggalepih	299.997	-622.998	-5.838	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	31	1.638	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	845558906	159	Temple of Uggalepih	65.035	-503.018	-11.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	486.283	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	879113338	159	Temple of Uggalepih	8.004	-503.051	-11.638	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	542.770	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	912667770	159	Temple of Uggalepih	343.003	-168.009	-11.650	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	333.994	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	946222202	159	Temple of Uggalepih	342.997	-225.007	-11.682	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	290.874	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	1634153594	160	Den of Rancor	380.798	83.074	6.340	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	71	1.660	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	812660090	205	Ifrit's Cauldron	102.056	344.135	-1.571	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	86	1.493	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285616	546.093	-432.901	0.134	846214522	205	Ifrit's Cauldron	-100.461	255.806	-1.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	94	1.382	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	879113082	123	Yuhtunga Jungle	-357.024	139.422	6.386	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	25	1.614	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	912667514	123	Yuhtunga Jungle	-476.853	59.442	6.503	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	25	1.497	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	946221946	123	Yuhtunga Jungle	-586.840	-263.946	6.758	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	116	1.693	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	1634087802	123	Yuhtunga Jungle	-476.878	-500.774	6.665	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	102	1.322	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	812004474	159	Temple of Uggalepih	299.997	-622.998	-5.838	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	108	1.638	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	845558906	159	Temple of Uggalepih	65.035	-503.018	-11.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	637.733	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	879113338	159	Temple of Uggalepih	8.004	-503.051	-11.638	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	606.716	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	912667770	159	Temple of Uggalepih	343.003	-168.009	-11.650	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	671.655	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	946222202	159	Temple of Uggalepih	342.997	-225.007	-11.682	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	689.630	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	1634153594	160	Den of Rancor	380.798	83.074	6.340	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	94	1.660	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	812660090	205	Ifrit's Cauldron	102.056	344.135	-1.571	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	79	1.493	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285646	-302.183	18.208	1.703	846214522	205	Ifrit's Cauldron	-100.461	255.806	-1.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	52	1.382	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	879113082	123	Yuhtunga Jungle	-357.024	139.422	6.386	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	91	1.614	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	912667514	123	Yuhtunga Jungle	-476.853	59.442	6.503	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	102	1.497	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	946221946	123	Yuhtunga Jungle	-586.840	-263.946	6.758	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	116	1.693	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	1634087802	123	Yuhtunga Jungle	-476.878	-500.774	6.665	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	61	1.322	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	812004474	159	Temple of Uggalepih	299.997	-622.998	-5.838	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	43	1.638	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	845558906	159	Temple of Uggalepih	65.035	-503.018	-11.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	601.299	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	879113338	159	Temple of Uggalepih	8.004	-503.051	-11.638	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	616.949	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	912667770	159	Temple of Uggalepih	343.003	-168.009	-11.650	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	286.654	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	946222202	159	Temple of Uggalepih	342.997	-225.007	-11.682	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	337.526	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	1634153594	160	Den of Rancor	380.798	83.074	6.340	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	19	1.660	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	812660090	205	Ifrit's Cauldron	102.056	344.135	-1.571	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	36	1.493	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285684	203.332	82.045	0.000	846214522	205	Ifrit's Cauldron	-100.461	255.806	-1.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	59	1.382	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	879113082	123	Yuhtunga Jungle	-357.024	139.422	6.386	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	41	1.614	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	912667514	123	Yuhtunga Jungle	-476.853	59.442	6.503	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	64	1.497	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	946221946	123	Yuhtunga Jungle	-586.840	-263.946	6.758	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	91	1.693	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	1634087802	123	Yuhtunga Jungle	-476.878	-500.774	6.665	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	74	1.322	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	812004474	159	Temple of Uggalepih	299.997	-622.998	-5.838	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	80	1.638	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	845558906	159	Temple of Uggalepih	65.035	-503.018	-11.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	599.726	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	879113338	159	Temple of Uggalepih	8.004	-503.051	-11.638	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	581.758	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	912667770	159	Temple of Uggalepih	343.003	-168.009	-11.650	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	541.861	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	946222202	159	Temple of Uggalepih	342.997	-225.007	-11.682	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	567.873	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	1634153594	160	Den of Rancor	380.798	83.074	6.340	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	68	1.660	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	812660090	205	Ifrit's Cauldron	102.056	344.135	-1.571	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	54	1.493	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285689	-149.929	56.761	-1.148	846214522	205	Ifrit's Cauldron	-100.461	255.806	-1.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	28	1.382	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	879113082	123	Yuhtunga Jungle	-357.024	139.422	6.386	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	79	1.614	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	912667514	123	Yuhtunga Jungle	-476.853	59.442	6.503	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	88	1.497	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	946221946	123	Yuhtunga Jungle	-586.840	-263.946	6.758	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	101	1.693	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	1634087802	123	Yuhtunga Jungle	-476.878	-500.774	6.665	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	81	1.322	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	812004474	159	Temple of Uggalepih	299.997	-622.998	-5.838	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	63	1.638	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	845558906	159	Temple of Uggalepih	65.035	-503.018	-11.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	703.411	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	879113338	159	Temple of Uggalepih	8.004	-503.051	-11.638	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	707.003	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	912667770	159	Temple of Uggalepih	343.003	-168.009	-11.650	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	452.264	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	946222202	159	Temple of Uggalepih	342.997	-225.007	-11.682	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	499.758	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	1634153594	160	Den of Rancor	380.798	83.074	6.340	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	41	1.660	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	812660090	205	Ifrit's Cauldron	102.056	344.135	-1.571	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	22	1.493	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285690	80.520	200.147	-1.312	846214522	205	Ifrit's Cauldron	-100.461	255.806	-1.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	47	1.382	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	879113082	123	Yuhtunga Jungle	-357.024	139.422	6.386	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	92	1.614	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	912667514	123	Yuhtunga Jungle	-476.853	59.442	6.503	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	103	1.497	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	946221946	123	Yuhtunga Jungle	-586.840	-263.946	6.758	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	117	1.693	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	1634087802	123	Yuhtunga Jungle	-476.878	-500.774	6.665	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	61	1.322	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	812004474	159	Temple of Uggalepih	299.997	-622.998	-5.838	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	44	1.638	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	845558906	159	Temple of Uggalepih	65.035	-503.018	-11.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	576.856	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	879113338	159	Temple of Uggalepih	8.004	-503.051	-11.638	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	592.700	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	912667770	159	Temple of Uggalepih	343.003	-168.009	-11.650	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	268.434	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	946222202	159	Temple of Uggalepih	342.997	-225.007	-11.682	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	317.921	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	1634153594	160	Den of Rancor	380.798	83.074	6.340	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	24	1.660	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	812660090	205	Ifrit's Cauldron	102.056	344.135	-1.571	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	37	1.493	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285691	198.650	58.046	-0.783	846214522	205	Ifrit's Cauldron	-100.461	255.806	-1.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	60	1.382	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	879113082	123	Yuhtunga Jungle	-357.024	139.422	6.386	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	90	1.614	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	912667514	123	Yuhtunga Jungle	-476.853	59.442	6.503	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	103	1.497	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	946221946	123	Yuhtunga Jungle	-586.840	-263.946	6.758	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	87	1.693	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	1634087802	123	Yuhtunga Jungle	-476.878	-500.774	6.665	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	48	1.322	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	812004474	159	Temple of Uggalepih	299.997	-622.998	-5.838	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	33	1.638	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	845558906	159	Temple of Uggalepih	65.035	-503.018	-11.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	357.258	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	879113338	159	Temple of Uggalepih	8.004	-503.051	-11.638	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	383.378	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	912667770	159	Temple of Uggalepih	343.003	-168.009	-11.650	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	137.649	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	946222202	159	Temple of Uggalepih	342.997	-225.007	-11.682	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-no-path	1	146.325	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	1634153594	160	Den of Rancor	380.798	83.074	6.340	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	32	1.660	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	812660090	205	Ifrit's Cauldron	102.056	344.135	-1.571	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	48	1.493	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285692	205.932	-174.886	-1.097	846214522	205	Ifrit's Cauldron	-100.461	255.806	-1.628	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	60	1.382	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285693	525.239	-394.046	-1.224	879113082	123	Yuhtunga Jungle	-357.024	139.422	6.386	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	122	1.614	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285693	525.239	-394.046	-1.224	912667514	123	Yuhtunga Jungle	-476.853	59.442	6.503	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	135	1.497	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285693	525.239	-394.046	-1.224	946221946	123	Yuhtunga Jungle	-586.840	-263.946	6.758	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	106	1.693	0.000	1	1
124	Yhoator Jungle	???	object:v1:124:17285693	525.239	-394.046	-1.224	1634087802	123	Yuhtunga Jungle	-476.878	-500.774	6.665	mission:Bastok:18:step-014,mission:Bastok:18:step-016	mesh-connected	70	1.322	0.000	1	1
