zoneline_id	from_zone	from_name	from_code	from_x	from_z	from_y	to_zone	to_name	to_code	to_x	to_z	to_y	source	confidence	note
1668362618	62	Halvung	z1qc	-99.974	-38.030	-23.760	61	Mount Zhayolm	z1p5	341.609	-101.977	-12.590	lsb-zonelines	untested	
1701917050	62	Halvung	z1qe	-197.984	99.981	-4.091	61	Mount Zhayolm	z1p7	136.983	101.415	-24.148	lsb-zonelines	untested	
1735471482	62	Halvung	z1qg	-340.027	-198.010	-13.824	61	Mount Zhayolm	z1p9	-138.312	-223.010	-1.912	lsb-zonelines	untested	
1769025914	62	Halvung	z1qi	-411.154	383.152	-39.692	61	Mount Zhayolm	z1pb	-58.721	288.952	-19.525	lsb-zonelines	untested	
1802580346	62	Halvung	z1qk	-539.989	398.060	-44.292	61	Mount Zhayolm	z1pd	-381.807	301.066	-2.737	lsb-zonelines	untested	
1836134778	62	Halvung	z1qm	-601.957	179.948	-14.122	61	Mount Zhayolm	z1pf	-376.457	-177.608	13.497	lsb-zonelines	untested	
1869689210	62	Halvung	z1qo	-539.948	81.993	-13.966	61	Mount Zhayolm	z1ph	-462.072	-265.969	-7.018	lsb-zonelines	untested	
846279034	62	Halvung	z1q2	-19.996	-442.020	16.655	68	Aydeewa Subterrane	z1wp	-539.567	-163.887	14.996	lsb-zonelines	untested	
812855674	64	Navukgo Execution Chamber	z1s0	-660.555	-203.192	-13.736	61	Mount Zhayolm	z1pj	-521.016	60.013	-6.191	lsb-zonelines	untested	
846410106	64	Navukgo Execution Chamber	z1s2	-660.000	123.071	-24.483	61	Mount Zhayolm	z1pl	-518.013	139.972	-16.514	lsb-zonelines	untested	
879964538	64	Navukgo Execution Chamber	z1s4	378.162	440.268	-105.012	61	Mount Zhayolm	z1pl	-518.013	139.972	-16.514	lsb-zonelines	untested	
913518970	64	Navukgo Execution Chamber	z1s6	-21.948	40.038	-5.035	61	Mount Zhayolm	z1pl	-518.013	139.972	-16.514	lsb-zonelines	untested	
947073402	64	Navukgo Execution Chamber	z1s8	378.065	-360.002	95.015	61	Mount Zhayolm	z1pl	-518.013	139.972	-16.514	lsb-zonelines	untested	
812921210	65	Mamook	z1t0	400.003	-220.004	-35.018	51	Wajaom Woodlands	z1fr	-475.452	-539.960	-5.925	lsb-zonelines	untested	
846475642	65	Mamook	z1t2	220.003	-78.990	-34.280	51	Wajaom Woodlands	z1ft	-739.549	-565.146	-5.502	lsb-zonelines	untested	
880030074	65	Mamook	z1t4	319.974	-340.015	-10.746	51	Wajaom Woodlands	z1fv	-565.517	-780.596	-21.503	lsb-zonelines	untested	
913584506	65	Mamook	z1t6	-119.988	-299.970	-22.929	52	Bhaflau Thickets	z1g9	-33.517	-619.263	-12.770	lsb-zonelines	untested	
947138938	65	Mamook	z1t8	-460.025	200.007	-16.686	52	Bhaflau Thickets	z1gb	-340.017	-119.995	-9.553	lsb-zonelines	untested	
813052282	67	Jade Sepulcher	z1v0	340.668	-160.007	-16.868	52	Bhaflau Thickets	z1gl	-100.000	-479.514	-13.500	lsb-zonelines	untested	
813117818	68	Aydeewa Subterrane	z1w0	359.961	-179.998	-1.770	51	Wajaom Woodlands	z1f1	444.495	-99.976	-22.120	lsb-zonelines	untested	
846672250	68	Aydeewa Subterrane	z1w2	20.016	-120.017	4.566	51	Wajaom Woodlands	z1f3	99.049	-150.954	-12.592	lsb-zonelines	untested	
880226682	68	Aydeewa Subterrane	z1w4	-48.857	-223.656	27.092	51	Wajaom Woodlands	z1f5	-168.529	-260.803	-12.902	lsb-zonelines	untested	
913781114	68	Aydeewa Subterrane	z1w6	-194.081	-420.932	-20.834	51	Wajaom Woodlands	z1f7	-328.495	-379.397	-12.893	lsb-zonelines	untested	
947335546	68	Aydeewa Subterrane	z1w8	101.075	154.991	6.390	51	Wajaom Woodlands	z1f9	59.976	404.470	-13.674	lsb-zonelines	untested	
1635201402	68	Aydeewa Subterrane	z1wa	-140.001	122.003	3.002	51	Wajaom Woodlands	z1fb	-258.999	311.538	-20.903	lsb-zonelines	untested	
1668755834	68	Aydeewa Subterrane	z1wc	-405.060	-140.039	0.345	51	Wajaom Woodlands	z1fd	-675.497	-19.657	-5.780	lsb-zonelines	untested	
1702310266	68	Aydeewa Subterrane	z1we	-219.928	-153.012	0.398	51	Wajaom Woodlands	z1ff	-419.293	-84.475	-5.753	lsb-zonelines	untested	
1735864698	68	Aydeewa Subterrane	z1wg	-200.820	-260.050	-22.142	51	Wajaom Woodlands	z1fh	-328.534	-180.819	-20.852	lsb-zonelines	untested	
1769419130	68	Aydeewa Subterrane	z1wi	-359.001	-259.970	-25.301	51	Wajaom Woodlands	z1fj	-555.517	-220.201	-13.730	lsb-zonelines	untested	
1802973562	68	Aydeewa Subterrane	z1wk	519.935	459.902	-38.040	52	Bhaflau Thickets	z1g3	442.765	419.999	-13.531	lsb-zonelines	untested	
1836527994	68	Aydeewa Subterrane	z1wm	242.450	500.050	-37.642	52	Bhaflau Thickets	z1g5	118.659	419.999	-13.567	lsb-zonelines	untested	
1870082426	68	Aydeewa Subterrane	z1wo	-539.999	-160.091	11.703	62	Halvung	z1q3	-20.007	-439.514	18.000	lsb-zonelines	untested	
1630548602	72	Alzadaal Undersea Ruins	z20a	320.000	-620.000	-10.436	52	Bhaflau Thickets	z1gh	79.994	619.974	-21.578	lsb-zonelines	untested	
1664103034	72	Alzadaal Undersea Ruins	z20c	-120.000	-620.000	-10.000	52	Bhaflau Thickets	z1gj	-401.065	19.995	-9.633	lsb-zonelines	untested	
1697657466	72	Alzadaal Undersea Ruins	z20e	100.014	-680.020	-10.000	61	Mount Zhayolm	z1pn	-19.867	316.915	1.551	lsb-zonelines	untested	
808465018	72	Alzadaal Undersea Ruins	z200	-20.000	840.000	-10.000	79	Caedarva Mire	z27l	339.996	-721.286	2.500	lsb-zonelines	untested	
842019450	72	Alzadaal Undersea Ruins	z202	320.000	700.066	-10.000	79	Caedarva Mire	z27n	644.720	219.989	-5.627	lsb-zonelines	untested	
875573882	72	Alzadaal Undersea Ruins	z204	-220.000	480.000	-10.000	79	Caedarva Mire	z27p	-460.005	-760.756	2.500	lsb-zonelines	untested	
909128314	72	Alzadaal Undersea Ruins	z206	-520.000	740.000	-10.000	79	Caedarva Mire	z27r	-360.759	-300.035	-1.500	lsb-zonelines	untested	
942682746	72	Alzadaal Undersea Ruins	z208	-240.000	220.000	-10.000	79	Caedarva Mire	z27t	-600.739	-260.003	22.500	lsb-zonelines	untested	
808858234	78	Hazhalm Testing Grounds	z260	654.670	-107.741	-274.266	79	Caedarva Mire	z27v	-539.996	-559.207	10.500	lsb-zonelines	untested	
808923770	79	Caedarva Mire	z270	22.439	-700.082	3.048	53	Nashmau	z1h1	40.658	-24.001	-7.527	lsb-zonelines	untested	
842478202	79	Caedarva Mire	z272	10.539	-454.895	-5.338	53	Nashmau	z1h3	15.999	80.664	-7.535	lsb-zonelines	untested	
876032634	79	Caedarva Mire	z274	-257.573	-699.995	-5.016	53	Nashmau	z1h5	-40.617	24.000	-7.565	lsb-zonelines	untested	
909587066	79	Caedarva Mire	z276	140.076	-37.471	-14.268	54	Arrapago Reef	z1i1	500.019	-40.026	-18.333	lsb-zonelines	untested	
943141498	79	Caedarva Mire	z278	474.546	140.050	-30.732	54	Arrapago Reef	z1i3	600.003	379.997	-10.332	lsb-zonelines	untested	
1631007354	79	Caedarva Mire	z27a	-499.980	121.517	-3.438	54	Arrapago Reef	z1i5	-420.006	-79.998	-18.332	lsb-zonelines	untested	
1664561786	79	Caedarva Mire	z27c	-717.074	-20.004	13.080	54	Arrapago Reef	z1i7	-419.998	-561.263	-10.334	lsb-zonelines	untested	
1698116218	79	Caedarva Mire	z27e	-699.982	118.534	5.971	54	Arrapago Reef	z1i9	-419.998	-279.996	-10.332	lsb-zonelines	untested	
1731670650	79	Caedarva Mire	z27g	-637.394	339.974	-18.773	54	Arrapago Reef	z1ib	-559.995	380.002	-10.332	lsb-zonelines	untested	
1765225082	79	Caedarva Mire	z27i	-438.503	-499.968	8.638	57	Talacca Cove	z1l1	-39.998	-260.182	-9.873	lsb-zonelines	untested	
1798779514	79	Caedarva Mire	z27k	340.005	-724.025	1.423	72	Alzadaal Undersea Ruins	z201	-20.000	835.000	-6.500	lsb-zonelines	untested	
1832333946	79	Caedarva Mire	z27m	641.578	220.043	-7.103	72	Alzadaal Undersea Ruins	z203	315.000	700.000	-6.500	lsb-zonelines	untested	
1865888378	79	Caedarva Mire	z27o	-460.012	-764.002	0.816	72	Alzadaal Undersea Ruins	z205	-220.000	475.000	-6.500	lsb-zonelines	untested	
1899442810	79	Caedarva Mire	z27q	-357.507	-300.011	-2.670	72	Alzadaal Undersea Ruins	z207	-515.000	740.000	-6.500	lsb-zonelines	untested	
1932997242	79	Caedarva Mire	z27s	-597.492	-259.977	21.284	72	Alzadaal Undersea Ruins	z209	-235.000	220.000	-6.500	lsb-zonelines	untested	
1966551674	79	Caedarva Mire	z27u	-539.987	-556.030	9.085	78	Hazhalm Testing Grounds	z261	652.174	-104.920	-272.632	lsb-zonelines	untested	
812871034	80	Southern San d'Oria [S]	zms0	164.933	164.792	-5.547	80	Southern San d'Oria [S]	zms1	162.591	162.423	-4.103	lsb-zonelines	untested	
808989306	80	Southern San d'Oria [S]	z280	113.458	-57.351	-4.079	81	East Ronfaure [S]	z291	86.131	273.861	-65.817	lsb-zonelines	untested	
809054842	81	East Ronfaure [S]	z290	79.181	280.841	-70.089	80	Southern San d'Oria [S]	z281	103.978	-47.951	-1.000	lsb-zonelines	untested	
842609274	81	East Ronfaure [S]	z292	706.187	-591.226	-21.975	82	Jugner Forest [S]	z2a1	-339.471	462.074	-6.782	lsb-zonelines	untested	
811676282	82	Jugner Forest [S]	z2a0	-340.908	465.750	-8.244	81	East Ronfaure [S]	z293	693.068	-590.713	-21.256	lsb-zonelines	untested	
878785146	82	Jugner Forest [S]	z2a4	625.783	298.389	-8.850	83	Vunkerl Inlet [S]	z2b1	-393.238	741.199	-50.034	lsb-zonelines	untested	
912339578	82	Jugner Forest [S]	z2a6	545.714	-138.350	-8.406	83	Vunkerl Inlet [S]	z2b3	-579.977	198.729	-49.507	lsb-zonelines	untested	
945894010	82	Jugner Forest [S]	z2a8	178.491	-585.659	-24.823	83	Vunkerl Inlet [S]	z2b5	-661.000	-328.000	-66.268	lsb-zonelines	untested	
845230714	82	Jugner Forest [S]	z2a2	591.936	560.095	-15.294	84	Batallia Downs [S]	z2c1	-439.393	-239.958	-11.765	lsb-zonelines	untested	
1633759866	82	Jugner Forest [S]	z2aa	-240.440	-597.493	-16.683	85	La Vaule [S]	z2d1	236.500	20.000	-2.250	lsb-zonelines	untested	
811741818	83	Vunkerl Inlet [S]	z2b0	-399.024	740.117	-51.535	82	Jugner Forest [S]	z2a5	621.865	300.264	-6.665	lsb-zonelines	untested	
845296250	83	Vunkerl Inlet [S]	z2b2	-580.330	192.989	-52.266	82	Jugner Forest [S]	z2a7	541.857	-140.268	-6.664	lsb-zonelines	untested	
878850682	83	Vunkerl Inlet [S]	z2b4	-660.000	-322.995	-67.593	82	Jugner Forest [S]	z2a9	180.335	-581.766	-22.653	lsb-zonelines	untested	
912405114	83	Vunkerl Inlet [S]	z2b6	243.803	-579.216	-59.195	91	Rolanberry Fields [S]	z2jb	-417.175	337.204	1.512	lsb-zonelines	untested	
811807354	84	Batallia Downs [S]	z2c0	-444.042	-240.077	-16.166	82	Jugner Forest [S]	z2a3	584.034	558.296	-8.476	lsb-zonelines	untested	
845361786	84	Batallia Downs [S]	z2c2	479.834	-358.198	-0.786	91	Rolanberry Fields [S]	z2j3	-31.981	611.327	19.609	lsb-zonelines	untested	
878916218	84	Batallia Downs [S]	z2c4	-501.560	508.768	-40.541	136	Beaucedine Glacier [S]	z3s1	17.331	-654.230	-2.813	lsb-zonelines	untested	
912470650	84	Batallia Downs [S]	z2c6	167.076	-407.071	10.867	175	The Eldieme Necropolis [S]	z4v1	420.035	-119.510	-58.114	lsb-zonelines	untested	
946025082	84	Batallia Downs [S]	z2c8	162.950	-605.297	21.998	175	The Eldieme Necropolis [S]	z4v3	436.613	-300.015	-49.301	lsb-zonelines	untested	
1633890938	84	Batallia Downs [S]	z2ca	87.122	167.127	2.497	175	The Eldieme Necropolis [S]	z4v5	339.992	321.016	-50.075	lsb-zonelines	untested	
1667445370	84	Batallia Downs [S]	z2cc	-100.904	19.082	-5.221	175	The Eldieme Necropolis [S]	z4v7	59.989	160.973	-34.062	lsb-zonelines	untested	
1700999802	84	Batallia Downs [S]	z2ce	-247.087	167.078	-4.659	175	The Eldieme Necropolis [S]	z4v9	-160.776	259.998	-34.077	lsb-zonelines	untested	
1734554234	84	Batallia Downs [S]	z2cg	-259.112	-99.116	-20.417	175	The Eldieme Necropolis [S]	z4vb	-300.010	119.191	-26.100	lsb-zonelines	untested	
1768108666	84	Batallia Downs [S]	z2ci	-432.915	367.091	-20.722	175	The Eldieme Necropolis [S]	z4vd	-438.878	540.004	-26.091	lsb-zonelines	untested	
1801663098	84	Batallia Downs [S]	z2ck	-660.897	140.929	-12.621	175	The Eldieme Necropolis [S]	z4vf	-558.931	99.999	-18.096	lsb-zonelines	untested	
811872890	85	La Vaule [S]	z2d0	240.000	20.000	-4.470	82	Jugner Forest [S]	z2ab	-199.971	-497.938	-10.035	lsb-zonelines	untested	
846425466	87	Bastok Markets [S]	zms2	-150.750	29.920	-6.766	87	Bastok Markets [S]	zms3	-177.000	30.026	-9.400	lsb-zonelines	untested	
879979898	87	Bastok Markets [S]	zms4	-150.750	-30.329	-6.781	87	Bastok Markets [S]	zms5	-177.000	-30.251	-9.400	lsb-zonelines	untested	
812003962	87	Bastok Markets [S]	z2f0	-233.956	105.000	-4.231	88	North Gustaberg [S]	z2g1	380.038	147.627	-2.250	lsb-zonelines	untested	
812069498	88	North Gustaberg [S]	z2g0	380.080	144.116	-3.085	87	Bastok Markets [S]	z2f1	-233.879	94.000	-2.000	lsb-zonelines	untested	
845623930	88	North Gustaberg [S]	z2g2	-262.334	574.413	32.738	89	Grauberg [S]	z2h1	-675.000	-880.000	41.209	lsb-zonelines	untested	
812135034	89	Grauberg [S]	z2h0	-680.000	-880.000	41.930	88	North Gustaberg [S]	z2g3	-265.440	572.308	33.413	lsb-zonelines	untested	
845689466	89	Grauberg [S]	z2h2	489.490	927.574	71.695	90	Pashhow Marshlands [S]	z2i1	-219.445	-490.542	22.500	lsb-zonelines	untested	
879243898	89	Grauberg [S]	z2h4	759.208	834.376	65.940	90	Pashhow Marshlands [S]	z2i3	59.268	-530.265	22.281	lsb-zonelines	untested	
812200570	90	Pashhow Marshlands [S]	z2i0	-216.311	-494.094	20.719	89	Grauberg [S]	z2h3	495.063	924.102	69.903	lsb-zonelines	untested	
845755002	90	Pashhow Marshlands [S]	z2i2	56.554	-533.834	21.417	89	Grauberg [S]	z2h5	759.684	829.356	66.250	lsb-zonelines	untested	
912863866	90	Pashhow Marshlands [S]	z2i6	551.257	697.035	20.719	91	Rolanberry Fields [S]	z2j1	-102.210	-917.643	-3.017	lsb-zonelines	untested	
879309434	90	Pashhow Marshlands [S]	z2i4	582.492	-377.871	21.080	92	Beadeaux [S]	z2k1	-297.109	96.002	0.008	lsb-zonelines	untested	
1634349690	91	Rolanberry Fields [S]	z2ja	-419.567	341.178	-0.213	83	Vunkerl Inlet [S]	z2b7	240.000	-580.000	-57.501	lsb-zonelines	untested	
845820538	91	Rolanberry Fields [S]	z2j2	-36.615	616.612	17.017	84	Batallia Downs [S]	z2c3	479.218	-354.065	3.629	lsb-zonelines	untested	
812266106	91	Rolanberry Fields [S]	z2j0	-108.940	-918.101	-7.558	90	Pashhow Marshlands [S]	z2i7	547.841	696.323	23.192	lsb-zonelines	untested	
879374970	91	Rolanberry Fields [S]	z2j4	367.707	478.227	16.399	98	Sauromugue Champaign [S]	z2q3	-454.218	206.263	-2.923	lsb-zonelines	untested	
912929402	91	Rolanberry Fields [S]	z2j6	-381.995	-791.740	-32.113	171	Crawlers' Nest [S]	z4r1	380.617	4.581	-34.610	lsb-zonelines	untested	
946483834	91	Rolanberry Fields [S]	z2j8	-792.229	-502.043	-40.476	171	Crawlers' Nest [S]	z4r3	84.741	379.574	-2.471	lsb-zonelines	untested	
812331642	92	Beadeaux [S]	z2k0	-300.088	96.044	-1.085	90	Pashhow Marshlands [S]	z2i5	578.786	-376.731	23.416	lsb-zonelines	untested	
913534330	94	Windurst Waters [S]	zms6	159.934	-64.086	-8.386	94	Windurst Waters [S]	zms7	160.000	-8.000	-2.350	lsb-zonelines	untested	
812462714	94	Windurst Waters [S]	z2m0	-40.194	248.809	-7.871	95	West Sarutabaruta [S]	z2n1	320.018	-45.166	-6.684	lsb-zonelines	untested	
812528250	95	West Sarutabaruta [S]	z2n0	320.010	-48.071	-8.222	94	Windurst Waters [S]	z2m1	-39.996	235.000	-7.640	lsb-zonelines	untested	
846082682	95	West Sarutabaruta [S]	z2n2	118.936	648.841	-27.623	96	Fort Karugo- -Narugo [S]	z2o1	-572.103	-731.530	-7.774	lsb-zonelines	untested	
812593786	96	Fort Karugo- -Narugo [S]	z2o0	-576.178	-733.593	-11.372	95	West Sarutabaruta [S]	z2n3	120.000	640.000	-26.001	lsb-zonelines	untested	
846148218	96	Fort Karugo- -Narugo [S]	z2o2	820.000	121.000	23.592	97	Meriphataud Mountains [S]	z2p1	540.000	-599.000	-19.355	lsb-zonelines	untested	
879702650	96	Fort Karugo- -Narugo [S]	z2o4	101.981	375.323	-28.619	97	Meriphataud Mountains [S]	z2p3	-614.041	-416.260	-14.181	lsb-zonelines	untested	
913257082	96	Fort Karugo- -Narugo [S]	z2o6	141.722	574.817	-24.604	97	Meriphataud Mountains [S]	z2p5	-654.060	63.536	-20.130	lsb-zonelines	untested	
946811514	96	Fort Karugo- -Narugo [S]	z2o8	105.384	781.756	-17.448	97	Meriphataud Mountains [S]	z2p7	-652.239	213.951	-12.305	lsb-zonelines	untested	
812659322	97	Meriphataud Mountains [S]	z2p0	540.000	-602.000	-20.909	96	Fort Karugo- -Narugo [S]	z2o3	820.000	117.991	25.782	lsb-zonelines	untested	
846213754	97	Meriphataud Mountains [S]	z2p2	-614.879	-419.435	-14.538	96	Fort Karugo- -Narugo [S]	z2o5	97.017	375.674	-27.936	lsb-zonelines	untested	
879768186	97	Meriphataud Mountains [S]	z2p4	-654.638	60.580	-22.264	96	Fort Karugo- -Narugo [S]	z2o7	137.112	575.659	-23.945	lsb-zonelines	untested	
913322618	97	Meriphataud Mountains [S]	z2p6	-653.456	217.250	-14.479	96	Fort Karugo- -Narugo [S]	z2o9	103.991	777.201	-15.999	lsb-zonelines	untested	
946877050	97	Meriphataud Mountains [S]	z2p8	-454.593	661.763	23.968	98	Sauromugue Champaign [S]	z2q1	520.391	-502.917	-15.885	lsb-zonelines	untested	
1634742906	97	Meriphataud Mountains [S]	z2pa	756.268	-40.040	-35.643	99	Castle Oztroja [S]	z2r1	-239.447	-19.980	-1.813	lsb-zonelines	untested	
846279290	98	Sauromugue Champaign [S]	z2q2	-458.558	205.424	-6.960	91	Rolanberry Fields [S]	z2j5	363.430	473.826	20.515	lsb-zonelines	untested	
812724858	98	Sauromugue Champaign [S]	z2q0	519.887	-507.899	-21.817	97	Meriphataud Mountains [S]	z2p9	-454.135	657.790	28.409	lsb-zonelines	untested	
879833722	98	Sauromugue Champaign [S]	z2q4	-104.001	-427.826	-27.307	164	Garlaige Citadel [S]	z4k1	-300.000	157.000	-13.548	lsb-zonelines	untested	
913388154	98	Sauromugue Champaign [S]	z2q6	263.991	-390.048	-3.402	164	Garlaige Citadel [S]	z4k3	100.000	197.000	-19.566	lsb-zonelines	untested	
812790394	99	Castle Oztroja [S]	z2r0	-242.002	-20.019	-3.955	97	Meriphataud Mountains [S]	z2pb	730.000	-40.000	-33.663	lsb-zonelines	untested	
879964794	100	West Ronfaure	z2s4	-11.697	140.000	-53.643	101	East Ronfaure	z2t1	-16.472	140.003	-54.180	lsb-zonelines	untested	
913519226	100	West Ronfaure	z2s6	94.760	-200.153	-29.531	101	East Ronfaure	z2t5	81.582	-199.921	-29.242	lsb-zonelines	untested	
1668493946	100	West Ronfaure	z2sc	-560.415	-613.176	-10.328	102	La Theine Plateau	z2u1	-559.978	680.592	-3.098	lsb-zonelines	untested	
947073658	100	West Ronfaure	z2s8	-740.570	623.341	-68.478	140	Ghelsba Outpost	z3w1	100.002	-38.021	-2.062	lsb-zonelines	untested	
1702048378	100	West Ronfaure	z2se	-716.831	18.192	-42.252	167	Bostaunieux Oubliette	z4n3	-379.994	-237.249	-9.351	lsb-zonelines	untested	
812855930	100	West Ronfaure	z2s0	-119.065	280.921	-65.707	230	Southern San d'Oria	z6e3	-110.465	-54.469	-2.083	lsb-zonelines	untested	
846410362	100	West Ronfaure	z2s2	-157.666	379.960	-66.124	231	Northern San d'Oria	z6f3	-248.893	44.026	4.640	lsb-zonelines	untested	
1634939514	100	West Ronfaure	z2sa	-177.516	420.000	-68.461	231	Northern San d'Oria	z6f9	-234.393	106.009	-5.741	lsb-zonelines	untested	
812921466	101	East Ronfaure	z2t0	-30.050	140.034	-58.027	100	West Ronfaure	z2s5	-24.427	140.000	-53.107	lsb-zonelines	untested	
880030330	101	East Ronfaure	z2t4	56.140	-199.961	-37.462	100	West Ronfaure	z2s7	83.913	-200.033	-26.756	lsb-zonelines	untested	
1635005050	101	East Ronfaure	z2ta	821.681	666.443	-68.003	166	Ranguemont Pass	z4m1	-139.986	-321.508	2.162	lsb-zonelines	untested	
913584762	101	East Ronfaure	z2t6	199.982	-544.574	-8.500	190	King Ranperre's Tomb	z5a1	-129.996	256.499	-2.529	lsb-zonelines	untested	
947139194	101	East Ronfaure	z2t8	661.624	-595.631	-21.974	190	King Ranperre's Tomb	z5a3	57.415	300.784	5.482	lsb-zonelines	untested	
846475898	101	East Ronfaure	z2t2	79.181	280.841	-70.089	230	Southern San d'Oria	z6e1	110.234	-54.223	-2.127	lsb-zonelines	untested	
812987002	102	La Theine Plateau	z2u0	-558.569	688.049	-7.049	100	West Ronfaure	z2sd	-559.963	-602.479	-7.062	lsb-zonelines	untested	
880095866	102	La Theine Plateau	z2u4	159.989	-760.190	31.950	103	Valkurm Dunes	z2v3	760.069	409.269	-9.949	live-axi-pos-lathine-valkurm-20260713	observed	La Theine-side trigger boundary recorded after Valkurm crossing
846541434	102	La Theine Plateau	z2u2	801.831	-37.618	24.326	104	Jugner Forest	z2w1	-583.857	-441.110	-9.344	lsb-zonelines	untested	
913650298	102	La Theine Plateau	z2u6	-276.649	99.618	20.594	193	Ordelle's Caves	z5d1	-76.839	659.969	-1.696	live-mark-aligned-navmesh-20260713	proven	user-confirmed-ordelle-line-2026-07-13
947204730	102	La Theine Plateau	z2u8	-60.125	148.001	27.231	193	Ordelle's Caves	z5d3	179.906	596.605	30.349	live-mark-aligned-navmesh-20260713	proven	user-confirmed-ordelle-line-2026-07-13
846606970	103	Valkurm Dunes	z2v2	758.323	412.168	-11.992	102	La Theine Plateau	z2u5	159.989	-760.190	31.950	live-axi-pos-lathine-valkurm-20260713	observed	La Theine-side trigger boundary recorded after Valkurm crossing
813052538	103	Valkurm Dunes	z2v0	919.212	-440.003	-4.639	108	Konschtat Highlands	z305	-160.124	883.812	68.250	lsb-zonelines	untested	
913715834	103	Valkurm Dunes	z2v6	-767.866	18.376	-11.956	212	Gustav Tunnel	z5w3	280.502	100.019	-51.820	lsb-zonelines	untested	
880161402	103	Valkurm Dunes	z2v4	60.003	-154.537	-7.529	248	Selbina	z6w1	17.981	99.830	-16.806	lsb-zonelines	untested	
947335802	104	Jugner Forest	z2w8	344.389	8.197	-6.769	2	Carpenters' Landing	z021	6.509	-819.333	-9.163	lsb-zonelines	untested	
1635201658	104	Jugner Forest	z2wa	-538.898	340.548	-0.164	2	Carpenters' Landing	z023	-419.796	-554.553	-8.943	lsb-zonelines	untested	
813118074	104	Jugner Forest	z2w0	-599.998	-440.077	-16.683	102	La Theine Plateau	z2u3	795.118	-39.978	28.221	lsb-zonelines	untested	
846672506	104	Jugner Forest	z2w2	591.936	560.095	-15.294	105	Batallia Downs	z2x1	-439.393	-239.958	-11.765	lsb-zonelines	untested	
913781370	104	Jugner Forest	z2w6	-240.440	-597.493	-16.683	149	Davoi	z451	218.468	-3.871	-2.302	lsb-zonelines	untested	
880226938	104	Jugner Forest	z2w4	-340.908	465.750	-8.244	190	King Ranperre's Tomb	z5a5	242.012	340.059	5.305	lsb-zonelines	untested	
813183610	105	Batallia Downs	z2x0	-444.042	-240.077	-16.166	104	Jugner Forest	z2w3	584.034	558.296	-8.476	lsb-zonelines	untested	
846738042	105	Batallia Downs	z2x2	479.955	-363.913	-0.786	110	Rolanberry Fields	z323	-39.230	635.328	21.178	lsb-zonelines	untested	
913846906	105	Batallia Downs	z2x6	-501.560	508.768	-40.541	111	Beaucedine Glacier	z335	17.331	-654.230	-2.813	lsb-zonelines	untested	
947401338	105	Batallia Downs	z2x8	-467.273	332.724	-23.040	195	The Eldieme Necropolis	z5f3	-438.878	540.004	-26.091	lsb-zonelines	untested	
1635267194	105	Batallia Downs	z2xa	-212.725	132.695	-7.424	195	The Eldieme Necropolis	z5f5	-160.776	259.998	-34.077	lsb-zonelines	untested	
1668821626	105	Batallia Downs	z2xc	52.695	132.701	0.348	195	The Eldieme Necropolis	z5f7	339.992	321.016	-50.075	lsb-zonelines	untested	
1702376058	105	Batallia Downs	z2xe	-135.321	-15.526	-7.435	195	The Eldieme Necropolis	z5f9	59.989	160.973	-34.062	lsb-zonelines	untested	
1735930490	105	Batallia Downs	z2xg	-224.545	-64.537	-23.550	195	The Eldieme Necropolis	z5fb	-300.010	119.191	-26.100	lsb-zonelines	untested	
1769484922	105	Batallia Downs	z2xi	132.648	-372.663	8.566	195	The Eldieme Necropolis	z5fd	420.035	-119.510	-58.114	lsb-zonelines	untested	
1803039354	105	Batallia Downs	z2xk	162.950	-605.297	21.998	195	The Eldieme Necropolis	z5ff	439.955	-300.015	-49.607	lsb-zonelines	untested	
1836593786	105	Batallia Downs	z2xm	-695.363	175.332	-15.756	195	The Eldieme Necropolis	z5f1	-558.931	99.999	-18.096	lsb-zonelines	untested	
880292474	105	Batallia Downs	z2x4	491.918	-159.982	1.171	244	Upper Jeuno	z6s1	-104.576	187.365	-2.286	lsb-zonelines	untested	
1668887162	106	North Gustaberg	z2yc	580.986	695.899	-17.809	11	Oldton Movalpolos	z0b1	-322.031	-259.946	6.251	lsb-zonelines	untested	
1702441594	106	North Gustaberg	z2ye	461.255	736.063	-8.139	11	Oldton Movalpolos	z0b3	-304.061	-99.272	-8.651	lsb-zonelines	untested	
846803578	106	North Gustaberg	z2y2	0.735	-79.065	-5.555	107	South Gustaberg	z2z5	0.840	76.838	-5.027	lsb-zonelines	proven	live route evidence 2026-08-03
880358010	106	North Gustaberg	z2y4	-440.639	-276.308	33.094	107	South Gustaberg	z2z7	-440.502	-121.753	35.486	lsb-zonelines	proven	live route evidence 2026-06-20
913912442	106	North Gustaberg	z2y6	-518.828	592.074	33.034	108	Konschtat Highlands	z301	101.543	-607.531	-75.453	lsb-zonelines	untested	
947466874	106	North Gustaberg	z2y8	497.899	1174.924	-37.517	143	Palborough Mines	z3z1	4.923	59.551	-2.383	lsb-zonelines	untested	
1635332730	106	North Gustaberg	z2ya	-697.012	311.829	92.175	191	Dangruf Wadi	z5b3	2.871	619.342	-2.986	lsb-zonelines	untested	
813249146	106	North Gustaberg	z2y0	660.046	302.725	-3.085	236	Port Bastok	z6k1	142.002	-2.008	4.969	lsb-zonelines	untested	
880423546	107	South Gustaberg	z2z4	0.877	80.156	-6.763	106	North Gustaberg	z2y3	0.020	-75.405	-4.409	lsb-zonelines	proven	live route evidence 2026-08-03
